idx,Year,Player,Pos,School,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Height_inches,Probowl
1966,2009.0,Juaquin Iglesias,WR,Oklahoma,210.0,4.44,34.5,,116.0,,4.4,73.0,False
1967,2009.0,Brian Hoyer,QB,Michigan State,215.0,5.02,32.0,,109.0,7.1,4.42,74.0,False
1968,2009.0,Anthony Hill,TE,North Carolina State,262.0,4.84,30.5,21.0,107.0,7.31,4.56,77.0,False
1969,2009.0,Darrius Heyward-Bey,WR,Maryland,210.0,4.3,38.5,16.0,126.0,6.8,4.18,74.0,False
1970,2009.0,Jarett Dillard,WR,Rice,191.0,4.5,42.5,13.0,129.0,7.1,4.41,70.0,False
1971,2009.0,Kevin Ellison,OLB,Southern California,227.0,4.75,,32.0,,,,73.0,False
1972,2009.0,Everette Brown,DE,Florida State,256.0,4.65,31.5,26.0,114.0,7.55,4.53,73.0,False
1973,2009.0,Jasper Brinkley,ILB,South Carolina,252.0,4.67,35.5,26.0,114.0,7.03,4.32,74.0,False
1974,2009.0,Ron Brace,DT,Boston College,330.0,5.48,28.0,32.0,99.0,8.15,4.73,75.0,False
1975,2009.0,Michael Bennett,DE,Texas A&M,274.0,4.86,31.0,24.0,110.0,,,75.0,True
1976,2009.0,Darry Beckwith,ILB,LSU,242.0,4.63,26.5,23.0,110.0,7.39,4.5,72.0,False
1977,2009.0,Connor Barwin,OLB,Cincinnati,256.0,4.47,40.5,21.0,128.0,6.87,4.18,76.0,True
1978,2009.0,Kevin Barnes,CB,Maryland,187.0,4.45,38.5,,128.0,6.72,3.96,72.0,False
1979,2009.0,Chris Baker,DT,Hampton,326.0,4.94,35.5,24.0,106.0,8.06,4.9,74.0,False
1980,2009.0,Robert Ayers,DE,Tennessee,272.0,4.77,29.5,18.0,102.0,7.56,4.51,75.0,False
1981,2009.0,Stanley Arnoux,ILB,Wake Forest,232.0,4.56,31.5,19.0,121.0,7.22,4.39,72.0,False
1982,2009.0,Asher Allen,CB,Georgia,194.0,4.48,35.0,22.0,115.0,6.93,4.3,69.0,False
1983,2009.0,Joe Burnett,CB,Central Florida,192.0,4.58,35.5,22.0,118.0,6.68,4.25,69.0,False
1984,2009.0,Darius Butler,CB,Connecticut,183.0,4.41,43.0,,134.0,6.92,4.18,70.0,False
1985,2009.0,Victor Butler,OLB,Oregon State,248.0,4.72,33.0,24.0,113.0,7.21,4.4,74.0,False
1986,2009.0,Dannell Ellerbe,ILB,Georgia,236.0,4.63,35.0,,118.0,7.0,4.23,73.0,False
1987,2009.0,Pannel Egboh,DE,Stanford,276.0,4.86,31.5,26.0,116.0,7.24,4.4,78.0,False
1988,2009.0,Will Davis,DE,Illinois,261.0,4.84,33.0,27.0,115.0,7.38,4.45,74.0,False
1989,2009.0,Vontae Davis,CB,Illinois,203.0,4.4,36.0,25.0,125.0,6.75,4.07,71.0,True
1990,2009.0,Brian Cushing,OLB,Southern California,243.0,4.64,35.0,30.0,120.0,6.84,4.22,75.0,True
1991,2009.0,Aaron Curry,OLB,Wake Forest,254.0,4.52,37.0,25.0,124.0,7.15,4.51,74.0,False
1992,2009.0,Emanuel Cook,SS,South Carolina,197.0,4.57,35.0,18.0,116.0,,,70.0,False
1993,2009.0,Patrick Chung,SS,Oregon,212.0,4.49,34.0,25.0,119.0,,,71.0,False
1994,2009.0,Jonathan Casillas,OLB,Wisconsin,228.0,4.5,,24.0,,,,73.0,False
1995,2009.0,Don Carey,CB,Norfolk State,192.0,4.49,,18.0,,,,71.0,False
1996,2009.0,Jairus Byrd,CB,Oregon,207.0,4.68,,,,,,70.0,True
1997,2009.0,Jason Phillips,ILB,TCU,239.0,4.6,34.0,20.0,120.0,,4.32,73.0,False
1998,2009.0,Zach Potter,DE,Nebraska,279.0,4.9,31.0,20.0,106.0,7.75,4.48,79.0,False
1999,2009.0,Morgan Trent,CB,Michigan,193.0,4.5,38.0,23.0,127.0,7.05,4.01,73.0,False
2000,2009.0,Chip Vaughn,SS,Wake Forest,221.0,4.42,37.0,21.0,125.0,7.03,4.12,73.0,False
2001,2009.0,David Veikune,DE,Hawaii,257.0,4.75,33.0,35.0,110.0,7.2,4.46,74.0,False
2002,2009.0,Vance Walker,DT,Georgia Tech,304.0,5.32,33.0,29.0,,,,74.0,False
2003,2009.0,Donald Washington,CB,Ohio State,197.0,4.5,45.0,9.0,135.0,6.84,4.2,72.0,False
2004,2009.0,Lardarius Webb,CB,Nicholls State,179.0,4.35,36.5,15.0,121.0,6.77,4.1,70.0,False
2005,2009.0,Brandon Williams,DE,Texas Tech,261.0,4.78,33.0,,112.0,7.23,4.49,74.0,False
2006,2009.0,Jahi Word-Daniels,CB,Georgia Tech,197.0,4.59,35.5,24.0,122.0,,,72.0,False
2007,2009.0,Sean Smith,CB,Utah,214.0,4.47,34.0,10.0,119.0,6.92,4.15,75.0,False
2008,2009.0,Jerraud Powers,CB,Auburn,188.0,4.43,36.5,15.0,122.0,7.09,4.08,69.0,False
2009,2009.0,Myron Pryor,DT,Kentucky,319.0,5.03,30.0,,107.0,8.16,4.75,72.0,False
2010,2009.0,B.J. Raji,DT,Boston College,337.0,5.12,32.0,33.0,103.0,7.9,4.69,73.0,True
2011,2009.0,Lee Robinson,OLB,Alcorn State,249.0,4.71,32.5,24.0,113.0,7.57,4.67,74.0,False
2012,2009.0,Jamarca Sanford,SS,Mississippi,214.0,4.43,33.5,29.0,116.0,7.02,4.2,70.0,False
2013,2009.0,Darell Scott,DT,West Virginia,312.0,4.92,30.5,29.0,107.0,8.28,4.84,75.0,False
2014,2009.0,Matt Shaughnessy,DE,Wisconsin,266.0,4.86,30.5,24.0,112.0,7.68,4.88,77.0,False
2015,2009.0,Lawrence Sidbury,DE,Illinois,266.0,4.53,35.0,28.0,120.0,7.46,4.43,74.0,False
2016,2009.0,Clint Sintim,OLB,Virginia,256.0,4.75,34.5,,119.0,7.37,4.4,75.0,False
2017,2009.0,Alphonso Smith,CB,Wake Forest,193.0,4.47,34.0,13.0,125.0,7.09,4.38,69.0,False
2018,2009.0,DeAngelo Smith,CB,Cincinnati,194.0,4.5,31.5,17.0,109.0,7.27,4.35,71.0,False
2019,2009.0,Jarius Wynn,DE,Georgia,275.0,4.94,31.5,19.0,107.0,7.4,4.58,75.0,False
2020,2009.0,Josh Mauga,ILB,Nevada,243.0,4.61,,,,,,73.0,False
2022,2009.0,Rey Maualuga,ILB,Southern California,249.0,4.58,,23.0,107.0,,,74.0,False
2023,2009.0,Clay Matthews,OLB,Southern California,240.0,4.58,35.5,23.0,121.0,6.9,4.18,75.0,True
2024,2009.0,Sherrod Martin,CB,Troy,198.0,4.43,36.0,12.0,123.0,6.6,3.98,73.0,False
2025,2009.0,Sen'Derrick Marks,DT,Auburn,306.0,5.0,33.0,,,,,74.0,False
2026,2009.0,Kaluka Maiava,OLB,Southern California,229.0,4.65,,30.0,110.0,6.98,4.2,71.0,False
2027,2009.0,Alex Magee,DT,Purdue,298.0,4.82,29.5,30.0,103.0,7.52,4.55,75.0,False
2028,2009.0,Keenan Lewis,CB,Oregon State,208.0,4.47,33.5,19.0,123.0,,,73.0,False
2029,2009.0,DeAndre Levy,OLB,Wisconsin,236.0,4.56,,19.0,119.0,,,74.0,False
2030,2009.0,James Laurinaitis,ILB,Ohio State,244.0,4.72,33.0,22.0,115.0,6.93,4.24,74.0,False
2031,2009.0,Paul Kruger,DE,Utah,263.0,4.79,32.5,24.0,108.0,7.52,4.47,76.0,False
2032,2009.0,Terrance Knighton,DT,Temple,321.0,4.93,28.0,,103.0,7.9,4.78,75.0,False
2033,2009.0,Aaron Maybin,DE,Penn State,249.0,4.64,38.0,22.0,124.0,7.52,4.38,76.0,False
2034,2009.0,Tyrone McKenzie,OLB,South Florida,243.0,4.76,,27.0,112.0,,,74.0,False
2035,2009.0,Scott McKillop,ILB,Pittsburgh,244.0,4.7,35.5,27.0,119.0,7.0,4.39,73.0,False
2036,2009.0,Chris Owens,CB,San Jose State,181.0,4.44,34.5,14.0,110.0,6.93,4.16,70.0,False
2037,2009.0,Brian Orakpo,DE,Texas,263.0,4.63,39.5,31.0,,,,75.0,True
2038,2009.0,Captain Munnerlyn,CB,South Carolina,182.0,4.41,37.5,19.0,121.0,7.15,4.2,68.0,False
2039,2009.0,Ryan Mouton,CB,Hawaii,187.0,4.47,39.5,18.0,129.0,,,69.0,False
2040,2009.0,William Moore,SS,Missouri,221.0,4.49,37.0,16.0,123.0,6.81,4.26,72.0,True
2041,2009.0,Kyle Moore,DE,Southern California,272.0,4.76,30.5,22.0,105.0,7.4,4.47,77.0,False
2042,2009.0,D.J. Moore,CB,Vanderbilt,192.0,4.56,39.5,17.0,118.0,7.01,4.28,69.0,False
2043,2009.0,Fili Moala,DT,Southern California,305.0,5.07,30.5,25.0,100.0,,,76.0,False
2044,2009.0,Roy Miller,DT,Texas,310.0,4.93,32.0,36.0,103.0,8.01,4.74,73.0,False
2045,2009.0,Gerald McRath,ILB,Southern Miss,231.0,4.49,34.0,19.0,123.0,7.24,4.35,74.0,False
2046,2009.0,Mitch King,DT,Iowa,280.0,4.81,33.5,23.0,109.0,7.6,4.58,73.0,False
2047,2009.0,Michael Johnson,DE,Georgia Tech,266.0,4.61,38.5,28.0,128.0,7.42,4.37,79.0,False
2048,2009.0,D.J. Johnson,CB,Michigan State,197.0,4.5,32.0,7.0,116.0,7.0,4.3,73.0,False
2049,2009.0,Michael Hamlin,SS,Clemson,214.0,4.57,37.5,17.0,117.0,7.14,4.42,74.0,False
2050,2009.0,Courtney Greene,SS,Rutgers,212.0,4.55,34.5,21.0,116.0,7.35,4.16,72.0,False
2051,2009.0,Cody Glenn,OLB,Nebraska,244.0,4.67,,25.0,,,,72.0,False
2052,2009.0,Jarron Gilbert,DE,San Jose State,288.0,4.81,35.5,28.0,119.0,7.7,4.56,77.0,False
2053,2009.0,Coye Francies,CB,San Jose State,185.0,4.63,36.0,24.0,123.0,6.81,4.24,72.0,False
2054,2009.0,Zack Follett,OLB,California,236.0,4.69,37.0,,117.0,7.31,,74.0,False
2055,2009.0,Moise Fokou,OLB,Maryland,233.0,4.65,31.0,12.0,121.0,7.09,4.28,73.0,False
2056,2009.0,Bradley Fletcher,CB,Iowa,196.0,4.44,38.5,20.0,122.0,7.04,4.29,72.0,False
2057,2009.0,Cary Harris,CB,Southern California,187.0,4.66,,18.0,,,,71.0,False
2058,2009.0,Macho Harris,CB,Virginia Tech,198.0,4.46,33.5,,118.0,6.68,3.98,71.0,False
2059,2009.0,Nic Harris,OLB,Oklahoma,234.0,4.83,31.5,15.0,109.0,7.05,4.37,74.0,False
2060,2009.0,Bruce Johnson,CB,Miami (FL),170.0,4.42,34.5,6.0,125.0,6.71,4.05,69.0,False
2061,2009.0,Peria Jerry,DT,Mississippi,299.0,4.98,,,,,,74.0,False
2062,2009.0,Malcolm Jenkins,CB,Ohio State,204.0,4.51,33.0,15.0,124.0,6.59,4.08,72.0,True
2063,2009.0,Ricky Jean-Francois,DT,Iowa,295.0,5.19,26.0,25.0,93.0,,,75.0,False
2064,2009.0,Tim Jamison,DE,Michigan,256.0,4.95,30.0,21.0,107.0,7.56,4.6,74.0,False
2065,2009.0,Tyson Jackson,DE,LSU,296.0,4.94,28.5,,102.0,7.64,4.8,76.0,False
2066,2009.0,Mortty Ivy,ILB,West Virginia,248.0,4.78,25.5,18.0,104.0,7.35,4.75,73.0,False
2067,2009.0,Corvey Irvin,DT,Georgia,301.0,4.96,24.5,24.0,97.0,7.44,4.73,75.0,False
2068,2009.0,Brandon Hughes,CB,Oregon State,182.0,4.4,36.5,8.0,128.0,6.9,4.23,70.0,False
2069,2009.0,Ziggy Hood,DT,Missouri,300.0,4.83,33.0,34.0,108.0,7.5,4.55,75.0,False
2070,2009.0,Larry English,OLB,Northern Illinois,255.0,4.74,36.0,24.0,107.0,7.26,4.38,74.0,False
2071,2009.0,Thomas Morstead,P,Southern Methodist,225.0,4.83,,19.0,,,,76.0,True
2072,2009.0,Tim Masthay,P,Kentucky,198.0,4.8,,8.0,,,,73.0,False
2073,2009.0,Jake Ingram,LS,Hawaii,232.0,4.9,,15.0,,,,75.0,False
2074,2009.0,Kevin Huber,P,Cincinnati,220.0,4.87,,,,,,73.0,True
2075,2009.0,Britton Colquitt,P,Tennessee,205.0,4.89,,,,,,75.0,False
2076,2010.0,Anthony Dixon,RB,Mississippi State,233.0,4.67,33.0,15.0,121.0,7.09,4.49,73.0,False
2077,2010.0,Dez Bryant,WR,Oklahoma State,225.0,4.52,,,,,,74.0,True
2078,2010.0,Levi Brown,QB,Troy,229.0,4.93,31.5,20.0,106.0,7.07,4.43,75.0,False
2079,2010.0,Charles Brown,OT,Southern California,303.0,5.21,31.5,21.0,,,,77.0,False
2080,2010.0,Antonio Brown,WR,Central Michigan,186.0,4.56,33.5,13.0,105.0,6.98,4.18,70.0,True
2081,2010.0,Dezmon Briscoe,WR,Kansas,207.0,4.66,33.0,9.0,115.0,7.1,4.57,74.0,False
2082,2010.0,Sam Bradford,QB,Oklahoma,236.0,4.79,,,,,,76.0,False
2083,2010.0,LeGarrette Blount,RB,Oregon,241.0,4.7,35.0,18.0,117.0,6.85,4.49,72.0,False
2084,2010.0,Jahvid Best,RB,California,199.0,4.34,32.5,18.0,113.0,6.75,4.17,70.0,False
2085,2010.0,Arrelious Benn,WR,Illinois,219.0,4.57,37.0,20.0,118.0,,,73.0,False
2086,2010.0,Joique Bell,RB,Wayne State (MI),220.0,4.68,36.5,,120.0,6.84,4.17,71.0,False
2087,2010.0,Brandon Banks,WR,Kansas State,149.0,4.37,31.0,,113.0,6.88,4.29,67.0,False
2088,2010.0,Bryan Bulaga,OT,Iowa,314.0,5.2,27.5,26.0,98.0,7.7,4.75,77.0,False
2089,2010.0,Jeff Byers,C,Southern California,301.0,5.04,,33.0,,,,75.0,False
2090,2010.0,Nate Byham,TE,Pittsburgh,268.0,4.97,29.0,,109.0,,,76.0,False
2091,2010.0,Ed Dickson,TE,Oregon,249.0,4.59,34.0,23.0,115.0,7.32,4.59,76.0,False
2092,2010.0,Dorin Dickerson,TE,Pittsburgh,226.0,4.4,43.5,24.0,125.0,6.96,4.3,73.0,False
2093,2010.0,Eric Decker,WR,Minnesota,217.0,4.54,,15.0,,,,75.0,False
2094,2010.0,Anthony Davis,OT,Rutgers,323.0,5.36,33.0,21.0,99.0,8.17,4.97,77.0,False
2095,2010.0,Riley Cooper,WR,Florida,222.0,4.53,33.0,,114.0,,,75.0,False
2096,2010.0,Erik Cook,C,New Mexico,318.0,5.55,25.0,19.0,94.0,8.24,4.99,78.0,False
2097,2010.0,John Conner,FB,Kentucky,246.0,4.64,35.0,24.0,111.0,7.15,4.32,71.0,False
2098,2010.0,Jimmy Clausen,QB,Notre Dame,222.0,4.76,,,,,,75.0,False
2099,2010.0,Selvish Capers,OT,West Virginia,308.0,5.11,30.5,19.0,106.0,7.68,4.68,77.0,False
2100,2010.0,Bruce Campbell,OT,Maryland,314.0,4.75,32.0,34.0,101.0,7.58,4.69,78.0,False
2101,2010.0,Danario Alexander,WR,Missouri,215.0,4.62,,,,,,77.0,False
2102,2010.0,Jared Veldheer,OT,Hillsdale,312.0,5.06,33.5,32.0,109.0,7.4,4.51,80.0,False
2103,2010.0,J.D. Walton,C,Baylor,300.0,5.19,27.0,24.0,101.0,7.6,4.69,75.0,False
2104,2010.0,Ed Wang,OT,Virginia Tech,314.0,5.18,27.0,29.0,96.0,,4.7,77.0,False
2105,2010.0,Tony Washington,OT,Abilene Christian,311.0,5.25,29.5,33.0,114.0,7.52,4.84,78.0,False
2106,2010.0,Thomas Welch,OT,Vanderbilt,307.0,5.42,29.0,29.0,105.0,7.67,4.8,78.0,False
2107,2010.0,Chastin West,WR,Fresno State,212.0,4.59,33.5,15.0,113.0,,,72.0,False
2108,2010.0,Blair White,WR,Michigan State,209.0,4.49,33.5,18.0,115.0,6.69,4.03,74.0,False
2109,2010.0,Damian Williams,WR,Southern California,197.0,4.52,38.0,19.0,118.0,6.79,4.24,73.0,False
2110,2010.0,Keiland Williams,RB,LSU,233.0,4.52,,,,,,71.0,False
2111,2010.0,Kyle Williams,WR,Arizona State,188.0,4.4,33.0,11.0,118.0,7.0,4.19,70.0,True
2112,2010.0,Mike Williams,WR,Syracuse,221.0,4.53,33.5,8.0,116.0,6.9,4.31,73.0,False
2113,2010.0,Stephen Williams,WR,Toledo,210.0,4.5,36.5,15.0,125.0,6.81,4.11,76.0,False
2114,2010.0,Trent Williams,OT,Oklahoma,315.0,4.81,34.5,23.0,113.0,7.64,4.63,77.0,True
2115,2010.0,Verran Tucker,WR,California,200.0,4.65,,,,,,74.0,False
2116,2010.0,Keith Toston,RB,Oklahoma State,213.0,4.66,32.0,22.0,110.0,,4.67,72.0,False
2117,2010.0,Manase Tonga,FB,BYU,245.0,4.84,32.0,19.0,105.0,7.44,4.69,71.0,False
2118,2010.0,Seyi Ajirotutu,WR,Fresno State,204.0,4.6,36.0,14.0,115.0,7.22,4.39,75.0,False
2119,2010.0,Rodger Saffold,OT,Indiana,316.0,5.21,29.5,27.0,113.0,7.42,4.67,77.0,False
2120,2010.0,Emmanuel Sanders,WR,Southern Methodist,186.0,4.4,39.5,12.0,126.0,6.64,4.1,71.0,True
2121,2010.0,Jordan Shipley,WR,Texas,193.0,4.6,36.5,16.0,116.0,,,71.0,False
2122,2010.0,John Skelton,QB,Fordham,243.0,4.85,33.5,,108.0,7.17,4.33,77.0,False
2123,2010.0,C.J. Spiller,RB,Clemson,196.0,4.37,,18.0,,,,71.0,True
2124,2010.0,James Starks,RB,Buffalo,218.0,4.5,36.0,15.0,119.0,6.89,4.23,74.0,False
2125,2010.0,Ben Tate,RB,Auburn,220.0,4.34,40.5,26.0,124.0,6.91,4.12,71.0,False
2127,2010.0,Golden Tate,WR,Notre Dame,199.0,4.42,35.0,17.0,120.0,7.12,4.34,70.0,True
2128,2010.0,Tim Tebow,QB,Florida,236.0,4.71,38.5,,115.0,6.66,4.17,75.0,False
2129,2010.0,Matt Tennant,C,Boston College,300.0,5.15,25.0,27.0,98.0,7.6,4.62,77.0,False
2130,2010.0,Demaryius Thomas,WR,Georgia Tech,224.0,4.52,,,,,,75.0,True
2131,2010.0,Sam Young,OT,Notre Dame,316.0,5.2,29.5,29.0,104.0,7.73,4.87,80.0,False
2132,2010.0,Zac Robinson,QB,Oklahoma State,214.0,4.68,35.0,,110.0,7.24,4.4,74.0,False
2133,2010.0,Kerry Meier,WR,Kansas,224.0,4.62,35.0,13.0,115.0,,4.23,74.0,False
2134,2010.0,Joe McKnight,RB,Southern California,198.0,4.4,36.5,18.0,120.0,,,71.0,False
2135,2010.0,Colt McCoy,QB,Texas,216.0,4.79,,,114.0,,,73.0,False
2136,2010.0,Anthony McCoy,TE,Southern California,259.0,4.71,35.5,19.0,113.0,6.99,4.57,76.0,False
2137,2010.0,Dexter McCluster,WR,Mississippi,172.0,4.53,37.5,20.0,118.0,,4.06,69.0,True
2138,2010.0,Ryan Mathews,RB,Fresno State,218.0,4.37,36.0,19.0,121.0,7.0,4.33,72.0,True
2139,2010.0,Jeron Mastrud,TE,Kansas State,256.0,4.82,,,,,,77.0,False
2140,2010.0,Thaddeus Lewis,QB,Duke,215.0,4.84,28.0,,107.0,,,72.0,False
2141,2010.0,Ted Larsen,C,North Carolina State,304.0,5.19,24.0,26.0,96.0,7.81,4.66,75.0,False
2142,2010.0,Brandon LaFell,WR,LSU,211.0,4.58,36.0,,115.0,6.81,4.23,74.0,False
2143,2010.0,Lonyae Miller,RB,Fresno State,221.0,4.43,36.5,26.0,120.0,7.2,4.54,71.0,False
2144,2010.0,Carlton Mitchell,WR,South Florida,215.0,4.46,36.0,16.0,122.0,6.96,4.55,75.0,False
2145,2010.0,Andre Roberts,WR,Citadel,195.0,4.4,36.0,15.0,120.0,6.77,4.15,71.0,False
2146,2010.0,David Reed,WR,Utah,191.0,4.56,37.0,15.0,114.0,6.95,4.38,72.0,False
2147,2010.0,Andrew Quarless,TE,Penn State,254.0,4.68,32.0,23.0,112.0,,,76.0,False
2148,2010.0,Taylor Price,WR,Ohio,204.0,4.4,37.0,16.0,114.0,6.82,4.34,72.0,False
2149,2010.0,Maurkice Pouncey,C,Florida,304.0,5.25,,,95.0,7.74,4.92,76.0,True
2150,2010.0,Dennis Pitta,TE,BYU,245.0,4.68,34.0,27.0,113.0,6.72,4.17,76.0,False
2151,2010.0,Tony Pike,QB,Cincinnati,223.0,4.9,28.5,,108.0,7.06,4.53,78.0,False
2152,2010.0,Preston Parker,WR,North Alabama,199.0,4.59,35.0,16.0,117.0,,4.16,71.0,False
2153,2010.0,Eric Olsen,C,Notre Dame,306.0,5.25,29.5,35.0,93.0,7.5,4.82,76.0,False
2154,2010.0,Russell Okung,OT,Oklahoma State,307.0,5.18,,38.0,,,,77.0,True
2155,2010.0,Tony Moeaki,TE,Iowa,245.0,4.69,34.0,18.0,113.0,7.1,4.42,75.0,False
2156,2010.0,Matt Kopa,OT,Stanford,300.0,5.14,,,,,,78.0,False
2157,2010.0,Mike Kafka,QB,Northwestern,225.0,4.93,32.0,,110.0,6.96,4.37,75.0,False
2158,2010.0,Jermaine Gresham,TE,Oklahoma,261.0,4.66,35.0,20.0,113.0,7.07,4.53,77.0,True
2159,2010.0,Jimmy Graham,TE,Miami (FL),260.0,4.53,38.5,,120.0,6.9,4.45,78.0,True
2160,2010.0,Garrett Graham,TE,Wisconsin,243.0,4.71,34.5,20.0,112.0,7.09,4.35,75.0,False
2161,2010.0,Mardy Gilyard,WR,Cincinnati,187.0,4.61,39.0,,116.0,6.92,4.4,72.0,False
2162,2010.0,David Gettis,WR,Baylor,217.0,4.43,34.5,15.0,124.0,6.94,4.41,75.0,False
2163,2010.0,Toby Gerhart,RB,Stanford,231.0,4.5,38.0,22.0,118.0,6.94,4.25,72.0,False
2164,2010.0,Jason Fox,OT,Miami (FL),303.0,5.45,,23.0,,,,79.0,False
2165,2010.0,Jacoby Ford,WR,Clemson,186.0,4.28,33.5,15.0,115.0,7.0,4.44,69.0,False
2166,2010.0,Dedrick Epps,TE,Miami (FL),250.0,4.7,,19.0,,,,75.0,False
2167,2010.0,Brody Eldridge,TE,Oklahoma,261.0,4.72,31.5,,,,,77.0,False
2168,2010.0,Armanti Edwards,WR,Appalachian State,187.0,4.41,,,,,,71.0,False
2169,2010.0,Marcus Easley,WR,Connecticut,210.0,4.39,34.0,16.0,123.0,6.94,4.6,75.0,False
2170,2010.0,Jonathan Dwyer,RB,Georgia Tech,229.0,4.64,33.0,15.0,107.0,7.56,4.67,71.0,False
2171,2010.0,Vladimir Ducasse,OT,Massachusetts,332.0,5.21,26.0,29.0,91.0,8.25,4.97,76.0,False
2172,2010.0,Rob Gronkowski,TE,Arizona,264.0,4.68,,23.0,,,,78.0,True
2173,2010.0,Max Hall,QB,BYU,209.0,4.84,32.0,,102.0,7.07,4.35,73.0,False
2174,2010.0,Clay Harbor,FB,Missouri State,252.0,4.62,40.0,30.0,120.0,,4.37,75.0,False
2175,2010.0,Donald Jones,WR,Youngstown State,214.0,4.46,41.0,20.0,119.0,6.9,4.2,72.0,False
2176,2010.0,John Jerry,OT,Mississippi,328.0,5.15,27.5,,101.0,7.93,4.69,77.0,False
2178,2010.0,Javarris James,RB,Miami (FL),212.0,4.58,36.0,21.0,115.0,,,72.0,False
2179,2010.0,Brandon James,RB,Florida,176.0,4.47,,14.0,,,,66.0,False
2180,2010.0,Rashawn Jackson,FB,Virginia,239.0,4.75,34.5,,117.0,,,73.0,False
2181,2010.0,Michael Hoomanawanui,TE,Illinois,264.0,4.77,,25.0,,,,76.0,False
2182,2010.0,Trindon Holliday,WR,LSU,166.0,4.34,42.0,10.0,116.0,6.54,4.48,65.0,False
2183,2010.0,Aaron Hernandez,TE,Florida,245.0,4.64,,,,,,74.0,False
2184,2010.0,Joe Hawley,C,UNLV,297.0,5.21,26.0,35.0,105.0,7.5,4.73,75.0,False
2185,2010.0,Montario Hardesty,RB,Tennessee,225.0,4.49,41.0,21.0,124.0,6.87,4.14,72.0,False
2186,2010.0,Jim Dray,TE,Stanford,246.0,4.82,,17.0,,,,77.0,False
2187,2010.0,Kavell Conner,OLB,Clemson,242.0,4.59,33.5,24.0,110.0,7.36,4.6,72.0,False
2188,2010.0,Geno Atkins,DT,Georgia,293.0,4.75,33.0,34.0,117.0,7.33,4.43,73.0,True
2189,2010.0,Larry Asante,SS,Nebraska,212.0,4.62,37.5,14.0,118.0,7.0,4.17,72.0,False
2190,2010.0,Javier Arenas,CB,Alabama,197.0,4.6,,,112.0,,,69.0,False
2191,2010.0,Pat Angerer,ILB,Iowa,235.0,4.71,35.0,26.0,110.0,7.04,4.29,72.0,False
2192,2010.0,Tyson Alualu,DE,California,295.0,4.87,35.5,21.0,116.0,7.15,4.43,74.0,False
2193,2010.0,Jay Ross,DT,East Carolina,313.0,5.1,32.0,30.0,100.0,7.83,4.64,75.0,False
2194,2010.0,Ricky Sapp,OLB,Clemson,252.0,4.65,34.0,23.0,114.0,7.29,4.41,76.0,False
2195,2010.0,O'Brien Schofield,OLB,Wisconsin,221.0,4.63,,,,,,74.0,False
2196,2010.0,George Selvie,DE,South Florida,252.0,4.93,30.5,24.0,109.0,7.48,4.63,76.0,False
2197,2010.0,Darryl Sharpton,ILB,Miami (FL),236.0,4.81,,24.0,,7.19,4.42,71.0,False
2198,2010.0,Kyle Bosworth,OLB,UCLA,236.0,4.69,32.5,25.0,117.0,6.67,4.11,73.0,False
2199,2010.0,Kurt Coleman,SS,Ohio State,192.0,4.55,,19.0,,,,70.0,False
2200,2010.0,Antonio Coleman,OLB,Auburn,255.0,4.76,,18.0,113.0,,,73.0,False
2201,2010.0,Justin Cole,OLB,San Jose State,242.0,4.76,34.5,22.0,117.0,7.13,4.42,75.0,False
2202,2010.0,Terrence Cody,DT,Alabama,354.0,5.71,20.5,,90.0,8.19,5.03,76.0,False
2203,2010.0,Keenan Clayton,OLB,Oklahoma,229.0,4.59,41.5,27.0,124.0,,,73.0,False
2204,2010.0,Barry Church,SS,Toledo,222.0,4.69,36.0,19.0,121.0,6.65,4.17,73.0,False
2205,2010.0,Jamar Chaney,ILB,Mississippi State,242.0,4.54,39.0,26.0,124.0,6.9,4.29,73.0,False
2206,2010.0,Nolan Carroll,CB,Maryland,204.0,4.42,,,,,,71.0,False
2207,2010.0,Alex Carrington,DE,Arkansas State,285.0,4.92,,26.0,,,,77.0,False
2208,2010.0,Donald Butler,ILB,Washington,245.0,4.61,,35.0,,,,73.0,False
2209,2010.0,Crezdon Butler,CB,Clemson,191.0,4.43,39.5,17.0,121.0,7.08,4.23,72.0,False
2210,2010.0,Cornelius Brown,CB,Texas-El Paso,198.0,4.59,31.5,11.0,118.0,6.87,4.24,71.0,False
2211,2010.0,Navorro Bowman,OLB,Penn State,242.0,4.7,29.5,26.0,115.0,6.91,4.59,72.0,False
2212,2010.0,Cameron Sheffield,OLB,Troy,257.0,4.92,33.0,,115.0,7.23,4.53,74.0,False
2213,2010.0,Malcolm Sheppard,DT,Arkansas,285.0,5.11,28.0,19.0,100.0,7.81,4.78,74.0,False
2214,2010.0,D'Anthony Smith,DT,Louisiana Tech,304.0,5.01,,,,,,74.0,False
2215,2010.0,T.J. Ward,SS,Oregon,211.0,4.56,34.0,19.0,121.0,,,70.0,True
2216,2010.0,Daryl Washington,OLB,TCU,230.0,4.58,31.0,17.0,114.0,,,74.0,True
2217,2010.0,Dekoda Watson,OLB,Florida State,240.0,4.55,40.0,24.0,134.0,7.06,4.11,73.0,False
2218,2010.0,Sean Weatherspoon,OLB,Missouri,239.0,4.62,40.0,34.0,123.0,6.99,4.38,73.0,False
